No.,大項目,中項目,ページ,単語,品詞,意味,発音,例文,和訳
714,ＢＳ,２年,116-118,contact,動詞,～に連絡する,[コンタクト],Please contact me by email.,メールでご連絡ください。
715,ＢＳ,２年,116-118,eaten,,eat の過去分詞形,[イートン],This cake has already been eaten.,このケーキはすでに食べられました。
716,ＢＳ,２年,116-118,coconut cream powder,名詞,ココナッツクリームの粉,[ココナッツ・クリーム・パウダー],Add coconut cream powder to the mix.,ミックスにココナッツクリームパウダーを加えてください。
717,ＢＳ,２年,116-118,be made with ～,,～（素材）でできている,[ビー・メイド・ウィズ ～],The dish is made with fresh tomatoes.,この料理は新鮮なトマトで作られています。
718,ＢＳ,２年,119,sneaker,名詞,スニーカー,[スニーカー],I bought new sneakers.,私は新しいスニーカーを買いました。
719,ＢＳ,２年,119,close,動詞,～を閉じる、閉める,[クローズ],The store is close to my house.,その店は私の家の近くにあります。
720,ＢＳ,２年,119,fit,動詞,（形や大きさが）合う,[フィット],This tie doesn't fit me.,このネクタイは似合わない。
721,ＢＳ,２年,119,perfectly,副詞,完璧に、ぴったりと,[パーフェクトリー],These shoes fit perfectly.,この靴はぴったり合います。
722,ＢＳ,２年,119,May I ～?,,～してもよいですか。,[メイ・アイ ～?],May I ask a question?,質問してもいいですか？
723,ＢＳ,２年,119,try ～ on,,～を試着する,[トライ ～ オン],Can I try this on?,これを試着してもいいですか？
724,ＢＳ,２年,120、122-123,age,名詞,年齢,[エイジ],He is the same age as me.,彼は私と同じ年です。
725,ＢＳ,２年,120、122-123,imagine,動詞,～を想像する,[イマジン],Imagine a world without war.,戦争のない世界を想像してみてください。
726,ＢＳ,２年,120、122-123,matter,名詞,重要な関係がある,[マター],What's the matter?,どうしたの？
727,ＢＳ,２年,120、122-123,lonely,副詞,孤独な、さびしい,[ロンリー],He felt lonely at school.,彼は学校で孤独を感じていました。
728,ＢＳ,２年,120、122-123,few,形容詞,ほとんど～ない,[フュー],Only a few people came.,来たのはほんの数人でした。
729,ＢＳ,２年,120、122-123,alone,形容詞,一人で、独力で,[アローン],She was sitting alone.,彼女は一人で座っていました。
730,ＢＳ,２年,120、122-123,make up shows,,ショーを作り上げる,[メイク・アップ・ショウズ],They make up shows for kids.,彼らは子ども向けの番組を作っています。
731,ＢＳ,２年,120、122-123,make a difference,,違いを生む、効果がある,[メイク・ア・ディファレンス],You can make a difference.,あなたは変化をもたらすことができます。
732,ＢＳ,２年,120、122-123,keep on ～ing,,～し続ける,[キープ・オン ～ing],Keep on trying!,あきらめずに続けて！
733,ＢＳ,２年,120、122-123,have a smile on one's face(s),,ニコニコして,[ハヴ・ア・スマイル・オン・ワンズ・フェイス(ズ)],She had a smile on her face.,彼女は笑顔でした。
734,ＢＳ,２年,120、122-123,topic,名詞,話題、課題,[トピック],Let's change the topic.,話題を変えましょう。
735,ＢＳ,２年,120、122-123,opinion,名詞,意見,[オピニオン],That's just my opinion.,それは単なる私の意見です。
736,ＢＳ,２年,120、122-123,uncomfortable,形容詞,心地よくない,[アンカンフォータブル],This chair is uncomfortable.,この椅子は座り心地が悪いです。
737,ＢＳ,２年,120、122-123,fashionable,形容詞,おしゃれな,[ファッショナブル],She looks fashionable today.,彼女は今日おしゃれです。
738,ＢＳ,２年,120、122-123,Shall we ～?,,～しましょうか。,[シャル・ウィ ～?],Shall we go now?,もう行きましょうか？
739,ＢＳ,２年,120、122-123,agree with ～,,～に賛成する,[アグリー・ウィズ ～],I agree with you.,私はあなたに賛成です。
740,ＢＳ,２年,120、122-123,disagree with ～,,～に反対する,[ディスアグリー・ウィズ ～],I disagree with that idea.,私はその考えに反対です。
741,ＢＳ,２年,120、122-123,focus on ～,,～に集中する,[フォーカス・オン ～],Let's focus on the goal.,目標に集中しましょう。
742,ＢＳ,２年,120、122-123,sense of unity,,一体感,[センス・オブ・ユニティ],The team had a strong sense of unity.,チームには強い一体感がありました。
743,ＢＳ,２年,124-125,child,名詞,子供,[チャイルド],That child is very smart.,その子はとても賢いです。
744,ＢＳ,２年,124-125,son,名詞,息子,[サン],His son plays soccer.,彼の息子はサッカーをしています。
745,ＢＳ,２年,124-125,magazine,名詞,雑誌,[マガジン],I read a fashion magazine.,私はファッション雑誌を読みました。
746,ＢＳ,２年,124-125,cartoon,名詞,（新聞などの）漫画,[カートゥーン],I like this cartoon.,私はこのアニメが好きです。
747,ＢＳ,２年,124-125,American,形容詞,アメリカ人（の）,[アメリカン],He is an American artist.,彼はアメリカ人のアーティストです。
748,ＢＳ,２年,124-125,drawing,名詞,絵を描くこと、絵,[ドローイング],She loves drawing animals.,彼女は動物を描くのが好きです。
749,ＢＳ,２年,124-125,publication,名詞,（新聞などの）発表,[パブリケーション],This is a weekly publication.,これは週刊の出版物です。
750,ＢＳ,２年,124-125,birth,名詞,誕生,[バース],The birth of a baby is a joy.,赤ちゃんの誕生は喜びです。
751,ＢＳ,２年,124-125,senior,名詞,最上級生,[シニア],My senior helped me.,先輩が私を助けてくれました。
752,ＢＳ,２年,124-125,style,名詞,型、スタイル,[スタイル],That's her style.,それが彼女のスタイルです。
753,ＢＳ,２年,124-125,post,動詞,～を郵送する,[ポスト],I will post the photo online.,私はその写真をネットに投稿します。
754,ＢＳ,２年,124-125,reject,動詞,～をつき返す,[リジェクト],They may reject the offer.,彼らはその申し出を拒否するかもしれません。
755,ＢＳ,２年,124-125,well-known,形容詞,よく知られている,[ウェル・ノウン],He is a well-known writer.,彼は有名な作家です。
756,ＢＳ,２年,124-125,snow,名詞,雪,[スノウ],Snow is falling.,雪が降っています。
757,ＢＳ,２年,124-125,be born,,生まれる,[ビー・ボーン],She was born in April.,彼女は4月に生まれました。
758,ＢＳ,２年,124-125,at the age of ～,,～歳で、～のときに,[アット・ザ・エイジ・オブ ～],He became famous at the age of ten.,彼は10歳で有名になりました。
759,ＢＳ,２年,124-125,be named ～,,～と名づけられる,[ビー・ネームド ～],The dog was named Max.,その犬はマックスと名付けられました。
760,ＢＳ,２年,124-125,along with ～,,～といっしょに,[アロング・ウィズ ～],She sang along with the music.,彼女は音楽に合わせて歌いました。
761,ＢＳ,２年,124-125,appear in ～,,～に掲載される。載る,[アピア・イン ～],He appeared in a TV show.,彼はテレビ番組に出演しました。
762,ＢＳ,２年,124-125,give up,,やめる、あきらめる,[ギブ・アップ],Don't give up!,あきらめないで！
763,ＢＳ,２年,124-125,while ～ing,,～している間に,[ワイル・ ～ing],He listened to music while studying.,彼は勉強しながら音楽を聴いていました。
764,ＢＳ,２年,126-128,kid,名詞,子供,[キッド],The kid is playing outside.,その子どもは外で遊んでいます。
765,ＢＳ,２年,126-128,secret,名詞,秘けつ、こつ,[シークレット],Can you keep a secret?,秘密を守れる？
766,ＢＳ,２年,126-128,humor,名詞,ユーモア,[ヒューマー],I like his humor.,私は彼のユーモアが好きです。
767,ＢＳ,２年,126-128,adult,名詞,大人,[アダルト],Adults sometimes act like kids.,大人でも子どもみたいな行動をすることがあります。
768,ＢＳ,２年,126-128,United States,名詞,アメリカ合衆国,[ユナイテッド・ステイツ],He lives in the United States.,彼はアメリカに住んでいます。
769,ＢＳ,２年,126-128,courage,名詞,勇気,[カレッジ],She showed great courage.,彼女は大きな勇気を見せました。
770,ＢＳ,２年,126-128,accept,動詞,～を受け入れる,[アクセプト],Please accept this gift.,このプレゼントを受け取ってください。
771,ＢＳ,２年,126-128,attract,動詞,～を引きつける、魅了する,[アトラクト],The show will attract many people.,そのショーは多くの人を惹きつけるでしょう。
772,ＢＳ,２年,126-128,similar,形容詞,似ている,[シミラー],We have similar tastes.,私たちは似たような好みを持っています。
773,ＢＳ,２年,126-128,selfish,形容詞,利己的な、身勝手な,[セルフィッシュ],Don't be selfish.,わがままにならないでください。
774,ＢＳ,２年,126-128,positive,形容詞,前向きな,[ポジティブ],Try to stay positive.,前向きでいましょう。
775,ＢＳ,２年,126-128,finally,副詞,ついに、とうとう,[ファイナリー],We finally arrived.,やっと到着しました。
776,ＢＳ,２年,126-128,humorous,形容詞,ユーモアのある,[ヒューモラス],That was a humorous story.,それはユーモラスなお話でした。
777,ＢＳ,２年,126-128,almost,副詞,ほとんど、ほぼ,[オールモスト],Almost everyone laughed.,ほとんどのみんなが笑いました。
778,ＢＳ,２年,126-128,children,名詞,child の複数形,[チルドレン],Children need love.,子どもたちは愛を必要とします。
779,ＢＳ,２年,126-128,meant,,mean の過去形,[メント],This book is meant for teens.,この本は10代向けです。
780,ＢＳ,２年,126-128,day after day,,来る日も来る日も,[デイ・アフター・デイ],He practices piano day after day.,彼は毎日ピアノを練習しています。
781,ＢＳ,２年,126-128,look up,,見上げる,[ルック・アップ],Let's look up the word.,その単語を調べましょう。
782,ＢＳ,２年,126-128,positive views of ～,,～についての前向きな考え方,[ポジティブ・ビューズ・オブ],He has positive views of life.,彼は人生に前向きな見方を持っています。
783,ＢＳ,２年,126-128,through the lens of ～,,～の目を通して,[スルー・ザ・レンズ・オブ],Look at nature through the lens of love.,愛の視点で自然を見てください。
1,ＢＳ,３年,5-7,camera,名詞,カメラ,[カメラ],I bought a new camera.,私は新しいカメラを買いました。
2,ＢＳ,３年,5-7,3-D art,名詞,３Ｄアート,[スリー・ディー・アート],This is 3-D art.,これは3Dアートです。
3,ＢＳ,３年,5-7,leaflet,名詞,リーフレット、チラシ,[リーフレット],Please read this leaflet.,このリーフレットを読んでください。
4,ＢＳ,３年,5-7,trick,動詞,～をだます,[トリック],It's just a trick.,ただのトリックです。
5,ＢＳ,３年,5-7,bungee jump,,バンジージャンプをする,[バンジー・ジャンプ],Would you try bungee jump?,バンジージャンプしてみませんか？
6,ＢＳ,３年,5-7,hang,動詞,さまよう、うろうろする,[ハング],Let's hang the lights.,ライトを飾りましょう。
7,ＢＳ,３年,5-7,closely,副詞,じっくりと、入念に,[クロースリー],Watch the baby closely.,赤ちゃんをよく見ていてください。
8,ＢＳ,３年,5-7,amusement park,名詞,遊園地,[アミューズメント・パーク],I love the amusement park.,私は遊園地が大好きです。
9,ＢＳ,３年,5-7,bought,,buy の過去形・過去分詞形,[ボウト],I bought a T-shirt.,Tシャツを買いました。
10,ＢＳ,３年,5-7,done,,do の過去分詞形,[ダン],The work is done.,仕事は終わりました。
11,ＢＳ,３年,5-7,come,,come の過去分詞形,[カム],He will come soon.,彼はもうすぐ来ます。
12,ＢＳ,３年,5-7,I've,,I have の短縮形,[アイヴ],I've seen that movie.,私はその映画を見たことがあります。
13,ＢＳ,３年,5-7,hasn't,,has not の短縮形,[ハズント],He hasn't eaten yet.,彼はまだ食べていません。
14,ＢＳ,３年,5-7,haven't,,have not の短縮形,[ハヴント],I haven't decided.,私はまだ決めていません。
15,ＢＳ,３年,5-7,get here,,ここに書く,[ゲット・ヒア],How did you get here?,どうやってここに来たの？
16,ＢＳ,３年,5-7,entrance hall,,玄関ホール,[エントランス・ホール],We waited in the entrance hall.,私たちは入口ホールで待っていました。
17,ＢＳ,３年,5-7,all of ～,,～のすべて,[オール・オブ],All of us enjoyed the trip.,私たちは全員、旅行を楽しみました。
18,ＢＳ,３年,5-7,from now on,,これからずっと,[フロム・ナウ・オン],"From now on, I'll study harder.",これからはもっと一生懸命勉強します。
19,ＢＳ,３年,5-7,next time,,次回、次に,[ネクスト・タイム],"Next time, I'll be careful.",次は気をつけます。
20,ＢＳ,３年,5-7,hang out,,うろつく、ブラブラする,[ハング・アウト],Let's hang out this weekend.,今週末に遊びに行こう。
21,ＢＳ,３年,8-9,mirror,名詞,鏡,[ミラー],She looked at herself in the mirror.,彼女は鏡で自分を見ました。
22,ＢＳ,３年,8-9,clear,動詞,～をかたづける,[クリア],The sky is clear today.,今日は空が晴れています。
23,ＢＳ,３年,8-9,reflect,動詞,～を映す、反射する,[リフレクト],The water reflects the mountains.,水面に山が映っています。
24,ＢＳ,３年,8-9,painful,形容詞,痛い、つらい,[ペインフル],My leg feels painful.,足が痛いです。
25,ＢＳ,３年,8-9,crazy,形容詞,夢中になっている,[クレイジー],That idea sounds crazy.,その考えはクレイジーに聞こえます。
26,ＢＳ,３年,8-9,become,,become の過去分詞形,[ビカム],He wants to become a doctor.,彼は医者になりたいです。
27,ＢＳ,３年,8-9,taken,,take の過去分詞形,[テイクン],That photo was taken last year.,その写真は去年撮られたものです。
29,ＢＳ,３年,8-9,become crazy about ～,,～に夢中になる,[ビカム・クレイジー・アバウト],She became crazy about K-pop.,彼女はK-POPに夢中になりました。
30,ＢＳ,３年,8-9,have a haircut,,髪を切る,[ハヴ・ア・ハー・カット],I had a haircut yesterday.,昨日髪を切りました。
31,ＢＳ,３年,10-11,camel,名詞,ラクダ,[キャメル],A camel can live in the desert.,ラクダは砂漠に住めます。
32,ＢＳ,３年,10-11,celebrity,名詞,有名人,[セレブリティ],That celebrity is very popular.,あの有名人はとても人気です。
33,ＢＳ,３年,10-11,tent,名詞,テント,[テント],We slept in a tent.,私たちはテントで寝ました。
34,ＢＳ,３年,10-11,polar,形容詞,極地の,[ポーラー],A polar bear lives in the Arctic.,ホッキョクグマは北極に住んでいます。
35,ＢＳ,３年,10-11,ever,副詞,今までに、かって,[エヴァー],Have you ever tried sushi?,寿司を食べたことはありますか？
36,ＢＳ,３年,10-11,surfing,名詞,サーフィン,[サーフィング],I enjoy surfing in summer.,夏はサーフィンを楽しみます。
37,ＢＳ,３年,10-11,been,,be の過去分詞形,[ビーン],I've been to London.,ロンドンに行ったことがあります。
38,ＢＳ,３年,10-11,heard,,hear の過去形・過去分詞形,[ハード],I've heard this song before.,この歌を聞いたことがあります。
39,ＢＳ,３年,10-11,gone,,go の過去分詞形,[ゴーン],He's gone to the store.,彼はお店に行きました。
40,ＢＳ,３年,10-11,lost,,lose の過去形・過去分詞形,[ロスト],I lost my phone again.,また携帯をなくしました。
41,ＢＳ,３年,10-11,ridden,,ride の過去分詞形,[リデン],She has ridden a horse.,彼女は馬に乗ったことがあります。
42,ＢＳ,３年,10-11,slept,,sleep の過去形,[スリプト],He has slept all day.,彼は一日中寝ていました。
43,ＢＳ,３年,10-11,swum,,swim の過去分詞形,[スワム],I've swum across the lake.,私は湖を泳いで渡りました。
44,ＢＳ,３年,10-11,hear of ～,,～のことを聞く,[ヒア・オブ],Have you heard of that book?,その本を聞いたことがありますか？
45,ＢＳ,３年,10-11,take a look,,見る、見てみる,[テイク・ア・ルック],Take a look at this picture.,この写真を見てください。
46,ＢＳ,３年,10-11,clock tower,,時計台,[クロック・タワー],The clock tower is very old.,時計塔はとても古いです。
47,ＢＳ,３年,10-11,polar bear,,ホッキョクグマ,[ポーラー・ベア],I saw a polar bear at the zoo.,動物園でホッキョクグマを見ました。
48,ＢＳ,３年,10-11,How many times ～?,,何回～,[ハウ・メニー・タイムズ],How many times have you watched it?,何回それを見たことがありますか？
49,ＢＳ,３年,12-15,century,名詞,世紀,[センチュリー],This building is from the 18th century.,この建物は18世紀のものです。
50,ＢＳ,３年,12-15,print,名詞,印刷物、版画,[プリント],We can print the photo now.,今その写真を印刷できます。
51,ＢＳ,３年,12-15,portrait,名詞,肖像画,[ポートレート],That's a portrait of a king.,それは王の肖像画です。
52,ＢＳ,３年,12-15,lady,名詞,婦人,[レディ],The lady wore a red dress.,その女性は赤いドレスを着ていました。
53,ＢＳ,３年,12-15,church,名詞,教会,[チャーチ],They visited a church in France.,彼らはフランスで教会を訪れました。
54,ＢＳ,３年,12-15,frame,名詞,額縁,[フレーム],This painting has a golden frame.,この絵には金のフレームが使われています。
55,ＢＳ,３年,12-15,structure,名詞,構造、建物,[ストラクチャー],It's a strange structure.,それは不思議な構造です。
56,ＢＳ,３年,12-15,technique,名詞,技術、テクニック,[テクニック],This technique is very useful.,この技術はとても役に立ちます。
57,ＢＳ,３年,12-15,someone,名詞,だれか,[サムワン],Someone is knocking on the door.,誰かがドアをノックしています。
58,ＢＳ,３年,12-15,deceive,動詞,～をだます,[ディシーヴ],Magic can deceive the eye.,マジックは目をだますことができます。
59,ＢＳ,３年,12-15,possible,形容詞,可能な,[ポッシブル],Is it possible to fix this?,これを直すことは可能ですか？
60,ＢＳ,３年,12-15,flat,形容詞,平らな,[フラット],The road ahead is flat.,前の道は平らです。
61,ＢＳ,３年,12-15,be about to ～,,まさに～するところだ,[ビー・アバウト・トゥ],I'm about to leave.,そろそろ出発します。
62,ＢＳ,３年,12-15,come out of ～,,～から出てくる,[カム・アウト・オブ],He came out of the house.,彼は家から出てきました。
63,ＢＳ,３年,12-15,in the late ～,,～の終わりに、遅くに,[イン・ザ・レイト],That painting was made in the late 1800s.,その絵は1800年代後半に作られました。
64,ＢＳ,３年,12-15,strike ～ pose,,～のポーズをとる,[ストライク・ポーズ],She struck a funny pose.,彼女は面白いポーズをとりました。
65,ＢＳ,３年,12-15,turn ～ upside down,,～を上下さかさまにする,[ターン・アップサイド・ダウン],Turn the paper upside down.,紙を逆さにしてください。
66,ＢＳ,３年,12-15,pond,名詞,池,[ポンド],There is a frog in the pond.,池にカエルがいます。
67,ＢＳ,３年,12-15,photograph,名詞,写真,[フォトグラフ],I took a photograph of the view.,その景色の写真を撮りました。
68,ＢＳ,３年,12-15,some day,,いつか,[サム・デイ],I want to go to Paris some day.,いつかパリに行きたいです。
69,ＢＳ,３年,17-19,drop,動詞,～を投下する、落とす,[ドロップ],I dropped my keys.,鍵を落としました。
70,ＢＳ,３年,17-19,kill,動詞,～を殺す,[キル],They tried to kill the bug.,彼らは虫を殺そうとしました。
71,ＢＳ,３年,17-19,atomic bomb,名詞,原子爆弾、原爆,[アトミック・ボム],The atomic bomb was dropped on Hiroshima.,原爆が広島に落とされました。
72,ＢＳ,３年,17-19,be dropped on ～,,～に投下される,[ビー・ドロップト・オン],"The atomic bomb was dropped on Nagasaki, too.",原爆が長先にも落とされました。
73,ＢＳ,３年,17-19,suffer from ～,,～に苦しむ,[サファー・フロム],Many people suffered from the war.,多くの人が戦争に苦しみました。
74,ＢＳ,３年,17-19,pass away,,亡くなる,[パス・アウェイ],My grandmother passed away last year.,祖母が去年亡くなりました。
75,ＢＳ,３年,17-19,more and more ～,,どんどん～に,[モア・アンド・モア],More and more people use smartphones.,スマホを使う人がどんどん増えています。
76,ＢＳ,３年,17-19,pass down ～ to …,,～を…に語り継ぐ,[パス・ダウン・トゥ],We pass down stories to children.,私たちは子どもたちに物語を伝えます。
77,ＢＳ,３年,17-19,ground,名詞,地面,[グラウンド],The ground is wet.,地面が濡れています。
78,ＢＳ,３年,17-19,power,名詞,力,[パワー],Water gives power to the city.,水は町に力を与えます。
79,ＢＳ,３年,17-19,itself,代名詞,それ自身に[を],[イットセルフ],The robot moves by itself.,ロボットは自分で動きます。
80,ＢＳ,３年,17-19,complete,形容詞,完全な,[コンプリート],The project is complete.,そのプロジェクトは完成しています。
81,ＢＳ,３年,17-19,lately,副詞,最近、この頃,[レイトリー],I've been busy lately.,最近は忙しいです。
82,ＢＳ,３年,17-19,since,前置詞,～からずっと,[スィンス],I have been busy since last week.,先週から忙しい。
83,ＢＳ,３年,17-19,known,,know の過去分詞形,[ノウン],I've known her since high school.,高校のときから彼女のことを知っています。
84,ＢＳ,３年,17-19,move to ～,,～へ引っ越す,[ムーヴ・トゥ],They moved to Canada.,彼らはカナダに引っ越しました。
85,ＢＳ,３年,17-19,be into ～,,～に熱中する,[ビー・イントゥ],I'm really into music.,私は音楽に夢中です。
86,ＢＳ,３年,17-19,～ meter(s) southeast of …,,…の～メートル南東,[メーター・ズ・スィースト・オブ],The house is 100 meters southeast of the station.,その家は駅から南東に100メートルのところにあります。
87,ＢＳ,３年,17-19,one's way of life,,生活様式,[ワンズ・ウェイ・オブ・ライフ],He changed his way of life after the accident.,彼は事故の後、生き方を変えました。
88,ＢＳ,３年,20-21,trunk,名詞,幹,[トランク],An elephant has a long trunk.,ゾウには長い鼻（トランク）があります。
89,ＢＳ,３年,20-21,charcoal,名詞,木炭、炭,[チャコール],We used charcoal to make a fire.,火を起こすのに木炭を使いました。
90,ＢＳ,３年,20-21,bud,名詞,芽,[バッド],A flower bud is about to open.,花のつぼみが今にも開きそうです。
91,ＢＳ,３年,20-21,bombing,名詞,爆撃,[ボンビング],The bombing destroyed many buildings.,爆撃で多くの建物が破壊されました。
92,ＢＳ,３年,20-21,tragedy,名詞,悲劇,[トラジェディ],It was a great tragedy for the whole town.,それは町全体にとって大きな悲劇でした。
93,ＢＳ,３年,20-21,sprout,動詞,発芽する、芽吹く,[スプラウト],The seeds will sprout in a few days.,種は数日で芽を出します。
94,ＢＳ,３年,20-21,survive,動詞,（～を）切り抜けて生き残る,[サヴァイブ],He was able to survive the storm.,彼は嵐の中で生き残りました。
95,ＢＳ,３年,20-21,transplant,動詞,～を植え替える,[トランスプラント],She got a heart transplant last year.,彼女は去年、心臓移植を受けました。
96,ＢＳ,３年,20-21,postwar,名詞,戦後の,[ポストウォー],The movie is set in postwar Japan.,その映画は戦後の日本が舞台です。
97,ＢＳ,３年,20-21,current,形容詞,現在の、最新の,[カレント],The current flows very fast here.,ここでは流れがとても速いです。
98,ＢＳ,３年,20-21,miraculously,副詞,奇跡的に（も）,[ミラクラスリー],He survived miraculously.,彼は奇跡的に生き残りました。
99,ＢＳ,３年,20-21,blown,,blow の過去分詞形,[ブローン],The roof was blown off.,屋根が吹き飛ばされました。
100,ＢＳ,３年,20-21,blow down ～,,～を吹き倒す,[ブロー・ダウン],The strong wind will blow down the old tree.,強風で古い木が倒れそうです。
101,ＢＳ,３年,20-21,～ or so,,～かそこら,[オア・ソウ],Let's wait a minute or so.,1分くらい待ちましょう。
102,ＢＳ,３年,20-21,before ～ing,,～する前に,[ビフォー],Wash your hands before eating.,食事の前に手を洗いましょう。
103,ＢＳ,３年,20-21,～ meter(s) away from …,,…から～メートル離れた,[メーターズ・アウェイ・フロム],The store is 500 meters away from the park.,店は公園から500メートル離れています。
104,ＢＳ,３年,20-21,the following ～,,次の～,[ザ・フォロウイング],Please answer the following questions.,次の質問に答えてください。
105,ＢＳ,３年,22-23,luck,名詞,運,[ラック],He found a coin by luck.,彼は運よくコインを見つけました。
106,ＢＳ,３年,22-23,half,名詞,半分,[ハーフ],I ate half of the cake.,ケーキの半分を食べました。
107,ＢＳ,３年,22-23,figure,名詞,人物の像,[フィギュア],What is that figure on the paper?,紙にあるその図形は何ですか？
108,ＢＳ,３年,22-23,injury,名詞,ケガ,[インジュリー],He got a leg injury.,彼は足をケガしました。
109,ＢＳ,３年,22-23,yoga,名詞,ヨガ,[ヨガ],She teaches yoga in the morning.,彼女は朝にヨガを教えています。
110,ＢＳ,３年,22-23,guitarist,名詞,ギタリスト,[ギタリスト],The guitarist played a beautiful song.,そのギタリストは美しい曲を演奏しました。
111,ＢＳ,３年,22-23,collect,動詞,～を集める、収集する,[コレクト],I like to collect stamps.,私は切手を集めるのが好きです。
112,ＢＳ,３年,22-23,model,動詞,～の模型をつくる,[モデル],She is a famous model.,彼女は有名なモデルです。
113,ＢＳ,３年,22-23,affect,動詞,～に影響する,[アフェクト],The weather can affect our mood.,天気は私たちの気分に影響を与えることがあります。
114,ＢＳ,３年,22-23,apparent,形容詞,見た目でわかる,[アパレント],It became apparent that he was lying.,彼が嘘をついていたのは明らかになりました。
115,ＢＳ,３年,22-23,die from ～,,～（が原因）で死ぬ,[ダイ・フロム],He didn't die from the injury.,彼はそのケガで死んだわけではありません。
116,ＢＳ,３年,22-23,over there,,あそこに、向こうに,[オーバー・ゼア],Look at the bird over there.,あそこにいる鳥を見て。
117,ＢＳ,３年,22-23,thousands of ～,,何千もの～、数千の～,[サウザンズ・オブ],Thousands of people came to the event.,何千人もの人々がそのイベントに来ました。
118,ＢＳ,３年,22-23,Good luck.,,幸運を。がんばってね。,[グッド・ラック],Good luck on your test!,テスト、頑張ってね！
119,ＢＳ,３年,22-23,model ～ after …,,…をモデルとして～をつくる,[モデル・アフター],He modeled the robot after a cat.,彼は猫をモデルにしてロボットを作りました。
120,ＢＳ,３年,22-23,be affected by ～,,～の影響を受ける,[ビー・アフェクテッド・バイ],Plants can be affected by the cold.,植物は寒さの影響を受けることがあります。
121,ＢＳ,３年,24-27,skin,名詞,肌,[スキン],Her skin is very smooth.,彼女の肌はとてもなめらかです。
122,ＢＳ,３年,24-27,mission,名詞,使命、任務,[ミッション],Our mission is to help others.,私たちの使命は人々を助けることです。
123,ＢＳ,３年,24-27,will,名詞,意志、決意,[ウィル],He has a strong will to succeed.,彼は成功する強い意志を持っています。
124,ＢＳ,３年,24-27,truth,名詞,真実、事実,[トゥルース],Tell me the truth.,本当のことを言って。
125,ＢＳ,３年,24-27,hit,動詞,～を襲う,[ヒット],The ball hit the wall.,ボールが壁に当たりました。
126,ＢＳ,３年,24-27,throw,動詞,～を投げる,[スロー],Please throw the ball to me.,ボールを私に投げてください。
127,ＢＳ,３年,24-27,repeat,動詞,～をくり返す,[リピート],Repeat after me.,私のあとに繰り返して言ってください。
128,ＢＳ,３年,24-27,continue,動詞,～を続ける,[コンティニュー],The show will continue tomorrow.,ショーは明日も続きます。
129,ＢＳ,３年,24-27,thrown,,throw の過去分詞形,[スローン],He was thrown out of the game.,彼は試合から退場させられました。
130,ＢＳ,３年,24-27,"the moment ～, …",,～するとすぐ、…した,[ザ・モーメント],"The moment I saw her, I smiled.",彼女を見た瞬間、私は笑いました。
131,ＢＳ,３年,24-27,be on fire,,　燃えている,[ビー・オン・ファイア],The house is on fire!,家が燃えています！
132,ＢＳ,３年,24-27,hang down,,垂れ下がる,[ハング・ダウン],Let your arms hang down.,腕をだらんと下げてください。
133,ＢＳ,３年,24-27,one after another,,次から次へと,[ワン・アフター・アナザー],The cars arrived one after another.,車が次々に到着しました。
134,ＢＳ,３年,24-27,come to an end,,終わる,[カム・トゥ・アン・エンド],The festival will come to an end tonight.,祭りは今夜で終わります。
135,ＢＳ,３年,24-27,carry out ～,,～を実行する,[キャリー・アウト],We will carry out the plan tomorrow.,明日、計画を実行します。
136,ＢＳ,３年,24-27,in order to ～,,～するために,[イン・オーダー・トゥ],I study hard in order to pass the test.,試験に合格するために一生懸命勉強しています。
137,ＢＳ,３年,24-27,ask question(s) of ～,,～に質問する,[アスク・クエスチョンズ・オブ],You can ask questions of the teacher.,先生に質問してもいいですよ。
138,ＢＳ,３年,24-27,continue ～ing,,～し続ける,[コンティニュー],She continued singing.,彼女は歌い続けました。
139,ＢＳ,３年,24-27,destination,名詞,目的地,[デスティネーション],This train's destination is Tokyo.,この電車の行き先は東京です。
140,ＢＳ,３年,24-27,give a presentation,,プレゼンする,[ギヴ・ア・プレゼンテーション],I have to give a presentation tomorrow.,明日、プレゼンをしなければなりません。
141,ＢＳ,３年,31-33,traffic,名詞,交通,[トラフィック],The traffic is very heavy today.,今日の交通はとても混んでいます。
142,ＢＳ,３年,31-33,drive,動詞,運転する,[ドライブ],Can you drive a car?,車を運転できますか？
143,ＢＳ,３年,31-33,cross,動詞,～を横断する、渡る,[クロス],Don't cross the street here.,ここで道を渡ってはいけません。
144,ＢＳ,３年,31-33,slowly,副詞,ゆっくりと,[スローリー],"Walk slowly, please.",ゆっくり歩いてください。
145,ＢＳ,３年,31-33,side by side,,助け合って、協力して,[サイド・バイ・サイド],They stood side by side.,彼らは並んで立っていました。
146,ＢＳ,３年,31-33,Are they?,,そうですか？,[アー・ゼイ],Are they ready?,彼らは準備できていますか？
147,ＢＳ,３年,31-33,driver,名詞,ドライバー、運転手,[ドライバー],The driver was very kind.,運転手はとても親切でした。
148,ＢＳ,３年,31-33,deer,名詞,鹿,[ディア],A deer ran across the road.,鹿が道を横切って走りました。
149,ＢＳ,３年,31-33,rope,名詞,ロープ、縄,[ロープ],He tied the box with a rope.,彼は箱をロープで縛りました。
150,ＢＳ,３年,31-33,squirrel,名詞,リス,[スクワイレル],A squirrel ran up the tree.,リスが木に駆け上がりました。
